CreationDate,UserIds,Operations,AuditData,Provenance
2026-07-14T08:54:30Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:54:30Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T08:55:00Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:55:00Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T08:55:30Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:55:30Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T08:56:00Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:56:00Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T08:56:30Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:56:30Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T08:57:00Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:57:00Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T08:57:30Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:57:30Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T08:58:00Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:58:00Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T08:58:30Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:58:30Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T08:59:00Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:59:00Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T08:59:30Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T08:59:30Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T09:00:00Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T09:00:00Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T09:00:30Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T09:00:30Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T09:01:00Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T09:01:00Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T09:01:30Z,kwabena.mensah@adinkra-logistics.com,MailItemsAccessed,"{""CreationTime"": ""2026-07-14T09:01:30Z"", ""Operation"": ""MailItemsAccessed"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T09:40:00Z,kwabena.mensah@adinkra-logistics.com,MoveToDeletedItems,"{""CreationTime"": ""2026-07-14T09:40:00Z"", ""Operation"": ""MoveToDeletedItems"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T09:40:20Z,kwabena.mensah@adinkra-logistics.com,SoftDelete,"{""CreationTime"": ""2026-07-14T09:40:20Z"", ""Operation"": ""SoftDelete"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T09:40:27Z,kwabena.mensah@adinkra-logistics.com,SoftDelete,"{""CreationTime"": ""2026-07-14T09:40:27Z"", ""Operation"": ""SoftDelete"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T09:40:34Z,kwabena.mensah@adinkra-logistics.com,SoftDelete,"{""CreationTime"": ""2026-07-14T09:40:34Z"", ""Operation"": ""SoftDelete"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T09:40:41Z,kwabena.mensah@adinkra-logistics.com,SoftDelete,"{""CreationTime"": ""2026-07-14T09:40:41Z"", ""Operation"": ""SoftDelete"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
2026-07-14T09:40:48Z,kwabena.mensah@adinkra-logistics.com,SoftDelete,"{""CreationTime"": ""2026-07-14T09:40:48Z"", ""Operation"": ""SoftDelete"", ""UserId"": ""kwabena.mensah@adinkra-logistics.com"", ""ClientIP"": ""203.0.113.66"", ""Workload"": ""Exchange"", ""ResultStatus"": ""Succeeded""}",Created by Nana Sei Anyemedu | Property of HIVE CONSULT
